Id,spearman_R,Slug,Title,Subtitle,HostSegmentTitle,ForumId,OrganizationId,CompetitionTypeId,HostName,EnabledDate,DeadlineDate,ProhibitNewEntrantsDeadlineDate,TeamMergerDeadlineDate,TeamModelDeadlineDate,ModelSubmissionDeadlineDate,FinalLeaderboardHasBeenVerified,HasKernels,OnlyAllowKernelSubmissions,HasLeaderboard,LeaderboardPercentage,LeaderboardDisplayFormat,EvaluationAlgorithmAbbreviation,EvaluationAlgorithmName,EvaluationAlgorithmDescription,EvaluationAlgorithmIsMax,ValidationSetName,ValidationSetValue,MaxDailySubmissions,NumScoredSubmissions,MaxTeamSize,BanTeamMergers,EnableTeamModels,EnableSubmissionModelHashes,EnableSubmissionModelAttachments,RewardType,RewardQuantity,NumPrizes,UserRankMultiplier,CanQualifyTiers,TotalTeams,TotalCompetitors,TotalSubmissions
11000,0.607199,LANL-Earthquake-Prediction,LANL Earthquake Prediction,Can you predict upcoming laboratory earthquakes?,Research,113482.0,2283.0,1,,2019-01-10 22:39:46,2019-06-03 23:59:00,05/27/2019 23:59:00,05/27/2019 23:59:00,06/18/2019 00:00:00,,True,True,False,True,13,0.0,MAE,Mean Absolute Error,Average of the absolute value of each individual error.,False,,,2,2,8.0,False,True,False,False,USD,50000.0,5,1.0,True,4540,5478,60039
11836,0.994845,landmark-recognition-2019,Google Landmark Recognition 2019,Label famous (and not-so-famous) landmarks in images,Research,170442.0,855.0,1,,2019-04-08 15:06:51,2019-06-03 23:59:00,05/27/2019 23:59:00,05/27/2019 23:59:00,07/05/2019 00:00:00,,True,True,False,True,35,0.0,GoogleGlobalAP,GoogleGlobalAP,GoogleGlobalAP,True,,,5,2,5.0,False,True,False,False,USD,25000.0,3,1.0,True,176,243,1743
12797,-0.057981,gendered-pronoun-resolution,Gendered Pronoun Resolution,Pair pronouns to their correct entities,Research,126034.0,1623.0,1,,2019-02-05 23:04:45,2019-04-22 23:59:00,04/15/2019 23:59:00,04/15/2019 23:59:00,05/05/2019 23:59:00,,True,True,False,True,0,0.0,MulticlassLoss,Multiclass Loss,"Negative log likelihood divided by the number of observations--solution is true category label (0 to n-1), submission is columns where Jth row is pred. prob. of J. Normalizes submission rows so sum is 1.",False,,,5,2,5.0,False,True,False,False,USD,25000.0,3,1.0,True,263,329,617
10385,0.98022,santander-customer-transaction-prediction,Santander Customer Transaction Prediction,Can you identify who will make a transaction?,Featured,130117.0,141.0,1,,2019-02-13 23:00:00,2019-04-10 23:59:00,04/03/2019 23:59:00,04/03/2019 23:59:00,05/01/2019 00:00:00,,True,True,False,True,25,0.0,AUC,Area Under Receiver Operating Characteristic Curve,"Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]",True,,,3,2,5.0,False,True,False,False,USD,65000.0,5,1.0,True,8802,9838,104495
10686,-0.583217,petfinder-adoption-prediction,PetFinder.my Adoption Prediction,How cute is that doggy in the shelter?,Featured,106880.0,2170.0,1,,2018-12-27 18:52:10,2019-04-10 01:09:00,03/21/2019 23:59:00,03/21/2019 23:59:00,04/28/2019 00:00:00,,True,True,True,True,0,0.0,QuadraticWeightedKappa,QuadraticWeightedKappa,Quadratic Weighted Kappa,True,,,5,2,8.0,False,True,False,False,USD,25000.0,5,1.0,True,1805,2348,3169
11999,1.0,mens-machine-learning-competition-2019,Google Cloud & NCAA® ML Competition 2019-Men's,Apply Machine Learning to NCAA® March Madness®,Featured,130583.0,445.0,1,,2019-02-14 19:59:48,2019-04-09 06:00:00,03/21/2019 15:00:00,03/21/2019 15:00:00,,,True,True,False,True,3,0.0,LogLoss,Log Loss,Log Loss,False,,,50,2,5.0,False,False,False,False,USD,25000.0,5,1.0,True,866,951,1552
12000,1.0,womens-machine-learning-competition-2019,Google Cloud & NCAA® ML Competition 2019-Women's,Apply Machine Learning to NCAA® March Madness®,Featured,130580.0,445.0,1,,2019-02-14 19:57:04,2019-04-08 05:10:00,03/22/2019 15:00:00,03/22/2019 15:00:00,,,True,True,False,True,3,0.0,LogLoss,Log Loss,Log Loss,False,,,50,2,5.0,False,False,False,False,USD,25000.0,5,1.0,True,500,527,929
10684,0.655708,vsb-power-line-fault-detection,VSB Power Line Fault Detection,Can you detect faults in above-ground electrical lines?,Featured,104336.0,2247.0,1,,2018-12-20 23:08:48,2019-03-21 23:59:00,03/14/2019 23:59:00,03/14/2019 23:59:00,04/14/2019 00:00:00,,True,True,False,True,57,0.0,MatthewsCorrelationCoefficient,Matthews correlation coefficient,Matthews correlation coefficient,True,,,2,2,8.0,False,True,False,False,USD,25000.0,3,1.0,True,1451,1595,19532
10683,0.916188,microsoft-malware-prediction,Microsoft Malware Prediction,Can you predict if a machine will soon be hit with malware?,Research,101000.0,183.0,1,,2018-12-13 17:42:09,2019-03-13 23:59:00,03/06/2019 23:59:00,03/06/2019 23:59:00,03/29/2019 00:00:00,,True,True,False,True,63,0.0,AUC,Area Under Receiver Operating Characteristic Curve,"Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]",True,,,5,2,8.0,False,True,False,False,USD,25000.0,5,1.0,True,2426,2874,43696
6818,0.996717,humpback-whale-identification,Humpback Whale Identification,Can you identify a whale by its tail?,Featured,94474.0,4.0,1,HappyWhale,2018-11-30 20:37:03,2019-02-28 23:59:00,02/21/2019 23:59:00,02/21/2019 23:59:00,03/21/2019 00:00:00,,True,True,False,True,20,0.0,MAP@{K},,Mean Average Precision at K,True,Predicted Probability,"[0,1]",5,2,5.0,False,True,False,False,USD,25000.0,5,1.0,True,2129,2460,37522
10445,0.901865,elo-merchant-category-recommendation,Elo Merchant Category Recommendation,Help understand customer loyalty,Featured,92397.0,2084.0,1,,2018-11-27 02:19:01,2019-02-26 23:59:00,02/19/2019 23:59:00,02/19/2019 23:59:00,03/21/2019 00:00:00,,True,True,False,True,30,0.0,RMSE,Root Mean Squared Error,Square root of the average of the squared errors.,False,,,5,2,5.0,False,True,False,False,USD,50000.0,5,1.0,True,4127,4729,81922
10038,-0.034501,ga-customer-revenue-prediction,Google Analytics Customer Revenue Prediction,Predict how much GStore customers will spend,Featured,61136.0,1726.0,1,,2018-09-13 18:53:34,2019-02-21 20:04:00,11/23/2018 23:59:00,11/23/2018 23:59:00,03/25/2019 00:00:00,,True,True,False,True,0,0.0,RMSE,Root Mean Squared Error,Square root of the average of the squared errors.,False,,,5,2,8.0,False,True,False,False,USD,45000.0,3,1.0,True,1089,1376,4183
10737,0.770936,quora-insincere-questions-classification,Quora Insincere Questions Classification,Detect toxic content to improve online conversations,Featured,82935.0,407.0,1,,2018-11-06 17:59:32,2019-02-13 23:09:00,01/29/2019 23:59:00,01/29/2019 23:59:00,03/01/2019 23:59:00,,True,True,True,True,15,0.0,FScore_1,F-Score,Used for categorization of discrete binary predictions (0 or 1 only).  Harmonic mean of Recall and Precision,True,,,5,2,8.0,False,True,False,False,USD,25000.0,3,1.0,True,1400,1730,2514
10733,,traveling-santa-2018-prime-paths,Traveling Santa 2018 - Prime Paths,"But does your code recall, the most efficient route of all?",Featured,89577.0,4.0,1,,2018-11-20 17:58:08,2019-01-10 23:59:00,,,,,True,True,False,True,100,0.0,TravelingSanta2,Traveling Santa Metric 2 - Prime Edition,Returns TSP path length where every 10th step is 10% more lengthy unless coming from a prime CityId,False,,,10,2,5.0,False,False,False,False,USD,25000.0,3,1.0,True,1871,2046,21246
10418,0.981679,human-protein-atlas-image-classification,Human Protein Atlas Image Classification,Classify subcellular protein patterns in human cells,Featured,68207.0,1861.0,1,,2018-10-03 21:06:32,2019-01-10 23:59:00,01/03/2019 23:59:00,01/03/2019 23:59:00,02/02/2019 23:59:00,,True,True,False,True,29,0.0,MacroFScore,Macro F-Score,Macro F-Score,True,,,5,2,8.0,False,True,False,False,USD,37000.0,4,1.0,True,2169,2688,55199
10384,0.99623,PLAsTiCC-2018,PLAsTiCC Astronomical Classification,Can you help make sense of the Universe?,Featured,66016.0,1916.0,1,,2018-09-28 21:36:08,2018-12-17 23:59:00,12/10/2018 23:59:00,12/10/2018 23:59:00,01/12/2019 23:59:00,,True,True,False,True,33,0.0,WeightedMulticlassLoss,Weighted Multiclass Loss,"Negative log likelihood divided by the number of observations--solution is true category label (0 to n-1), submission is columns where Jth row is pred. prob. of J. Normalizes submission rows so sum is 1.",False,,,5,2,8.0,False,True,False,False,USD,25000.0,3,1.0,True,1094,1325,22889
10200,0.998823,quickdraw-doodle-recognition,"Quick, Draw! Doodle Recognition Challenge",How accurately can you identify a doodle?,Featured,65345.0,1623.0,1,,2018-09-26 16:26:45,2018-12-04 23:59:00,11/27/2018 23:59:00,11/27/2018 23:59:00,12/18/2018 23:59:00,,True,True,False,True,9,0.0,MAP@{K},,Mean Average Precision at K,True,,,5,2,8.0,False,True,False,False,USD,25000.0,3,1.0,True,1316,1570,21396
9988,0.937494,airbus-ship-detection,Airbus Ship Detection Challenge,Find ships on satellite images as quickly as possible,Featured,48066.0,1785.0,1,,2018-07-30 18:45:42,2018-11-14 23:59:00,11/07/2018 23:59:00,11/07/2018 23:59:00,01/21/2019 23:59:00,,True,True,False,True,7,0.0,IntersectionOverUnionObjectSegmentationBeta,IntersectionOverUnionObjectSegmentationBeta,"Evaluates multi-object segmentation quality average precision, F1 score, or F2 score (for beta = 0, 1, or 2)",True,,,5,2,,False,True,False,False,USD,60000.0,3,1.0,True,882,1108,12496
10386,0.591141,inclusive-images-challenge,Inclusive Images Challenge,Stress test image classifiers across new geographic distributions,Research,58812.0,1623.0,1,,2018-09-05 18:28:13,2018-11-12 23:59:00,10/29/2018 23:59:00,10/29/2018 23:59:00,11/05/2018 23:59:00,,True,True,False,True,0,0.0,MeanFScoreBeta,Mean F-Score Beta,"Used for categorization when there are many categories per row, Mean F-score across the rows.",True,,,5,1,8.0,False,True,False,False,USD,25000.0,5,1.0,True,109,148,475
10338,0.496511,rsna-pneumonia-detection-challenge,RSNA Pneumonia Detection Challenge,Can you build an algorithm that automatically detects potential pneumonia cases?,Featured,55900.0,1817.0,1,,2018-08-27 16:00:49,2018-10-31 23:59:00,10/17/2018 23:59:00,10/17/2018 23:59:00,10/24/2018 23:59:00,,True,True,False,True,1,0.0,RSNAObjectDetectionAP,RSNAObjectDetectionAP,RSNAObjectDetectionAP,True,,,5,1,,False,True,False,False,USD,30000.0,10,1.0,True,346,563,2013
10151,0.992733,tgs-salt-identification-challenge,TGS Salt Identification Challenge,Segment salt deposits beneath the Earth's surface,Featured,46274.0,1761.0,1,,2018-07-19 20:02:40,2018-10-19 23:59:00,10/12/2018 23:59:00,10/12/2018 23:59:00,11/07/2018 23:59:00,,True,True,False,True,33,0.0,IntersectionOverUnionObjectSegmentation,IntersectionOverUnionObjectSegmentation,Evaluates multi-object segmentation quality using average precision,True,,,5,2,,False,True,False,False,USD,100000.0,4,1.0,True,3229,3736,76370
9951,0.99604,google-ai-open-images-visual-relationship-track,Google AI Open Images - Visual Relationship Track,Detect pairs of objects in particular relationships.,Featured,44508.0,1623.0,1,,2018-07-10 23:10:51,2018-08-30 23:59:00,08/23/2018 23:59:00,08/23/2018 23:59:00,09/07/2018 23:59:59,,True,True,False,True,30,0.0,OpenImagesVisualRelations,OpenImagesVisualRelations,"OpenImagesVisualRelations metric for Open Images (by Google AI). The metric is the mean of 3 different measurements: mAP for each relation, mean Recall per image, and mAP of union of two boxes per relation",True,,,5,2,,False,True,False,False,USD,20000.0,3,0.5,True,232,266,1634
9949,0.945572,google-ai-open-images-object-detection-track,Google AI Open Images - Object Detection Track,Detect objects in varied and complex images.,Featured,43350.0,1623.0,1,,2018-07-03 17:36:02,2018-08-30 23:59:00,08/23/2018 23:59:00,08/23/2018 23:59:00,09/07/2018 23:59:59,,True,True,False,True,20,0.0,OpenImagesObjectDetectionAP,OpenImagesObjectDetectionAP,OpenImagesObjectDetectionAP,True,,,5,2,,False,True,False,False,USD,30000.0,3,0.5,True,454,551,3619
9120,0.973978,home-credit-default-risk,Home Credit Default Risk,Can you predict how capable each applicant is of repaying a loan?,Featured,35355.0,1536.0,1,,2018-05-17 22:56:29,2018-08-29 23:59:00,08/22/2018 23:59:00,08/22/2018 23:59:00,09/14/2018 23:59:00,,True,True,False,True,20,0.0,AUC,Area Under Receiver Operating Characteristic Curve,"Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]",True,,,5,2,,False,True,False,False,USD,70000.0,3,1.0,True,7190,8383,131935
9717,0.994969,santander-value-prediction-challenge,Santander Value Prediction Challenge,Predict the value of transactions for potential customers.,Featured,40538.0,141.0,1,,2018-06-18 22:26:36,2018-08-20 23:59:00,08/13/2018 23:59:00,08/13/2018 23:59:00,09/10/2018 23:59:00,,True,True,False,True,9,0.0,RMSLE,Root Mean Squared Logarithmic Error,Square root of the average of the squared natural logarithm (plus one) error. Useful when it's more important to accurately predict lower magnitude values rather than precisely predicting higher magnitude values.,False,,,3,2,,False,True,False,False,USD,60000.0,5,1.0,True,4477,4877,54833
7878,0.989497,trackml-particle-identification,TrackML Particle Tracking Challenge,High Energy Physics particle tracking in CERN detectors,Featured,32629.0,1588.0,1,,2018-04-30 21:06:13,2018-08-13 23:59:00,08/06/2018 23:59:00,08/06/2018 23:59:00,09/29/2018 00:00:00,,True,True,False,True,30,0.0,TrackML,TrackML,CERN Particle Tracking Metric,True,,,5,2,,False,True,False,False,USD,25000.0,3,1.0,True,651,739,5790
9301,0.999585,youtube8m-2018,The 2nd YouTube-8M Video Understanding Challenge,Can you create a constrained-size model to predict video labels?,Featured,36109.0,1623.0,1,,2018-05-22 17:01:46,2018-08-06 23:59:00,07/30/2018 23:59:00,07/30/2018 23:59:00,08/06/2018 23:59:00,,True,True,False,True,25,0.0,GoogleGlobalAP,GoogleGlobalAP,GoogleGlobalAP,True,,,5,2,,False,True,False,False,USD,25000.0,5,1.0,True,312,380,2554
8586,0.99464,avito-demand-prediction,Avito Demand Prediction Challenge,Predict demand for an online classified ad,Featured,31541.0,78.0,1,,2018-04-24 21:44:34,2018-06-27 23:59:00,06/20/2018 23:59:00,06/20/2018 23:59:00,08/12/2018 23:59:00,,True,True,False,True,31,0.0,RMSE,Root Mean Squared Error,Square root of the average of the squared errors.,False,,,5,2,,False,True,False,False,USD,25000.0,3,1.0,True,1871,2316,43526
8396,0.967409,landmark-retrieval-challenge,Google Landmark Retrieval Challenge,"Given an image, can you find all of the same landmarks in a dataset?",Research,19184.0,855.0,1,,2018-02-02 23:01:00,2018-05-29 23:59:00,05/15/2018 23:59:00,05/15/2018 23:59:00,07/08/2018 23:59:00,,True,True,False,True,0,0.0,MAP@{K},,Mean Average Precision at K,True,,,5,2,,False,True,False,False,USD,2500.0,3,1.0,True,209,283,3116
7456,0.958169,landmark-recognition-challenge,Google Landmark Recognition Challenge,Label famous (and not-so-famous) landmarks in images,Research,19183.0,855.0,1,,2018-02-02 23:00:50,2018-05-29 23:59:00,05/15/2018 23:59:00,05/15/2018 23:59:00,07/08/2018 23:59:00,,True,True,False,True,33,0.0,GoogleGlobalAP,GoogleGlobalAP,GoogleGlobalAP,True,,,5,2,,False,True,False,False,USD,2500.0,3,1.0,True,477,626,8078
8540,0.992583,talkingdata-adtracking-fraud-detection,TalkingData AdTracking Fraud Detection Challenge,Can you detect fraudulent click traffic for mobile app ads?,Featured,22686.0,1356.0,1,,2018-03-05 20:05:11,2018-05-07 23:59:00,04/30/2018 23:59:00,04/30/2018 23:59:00,05/22/2018 23:59:00,,True,True,False,True,18,0.0,AUC,Area Under Receiver Operating Characteristic Curve,"Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]",True,,,5,2,,False,True,False,False,USD,25000.0,3,1.0,True,3946,4612,68545
8089,0.147761,data-science-bowl-2018,2018 Data Science Bowl,Find the nuclei in divergent images to advance medical discovery,Featured,17226.0,360.0,1,,2018-01-16 14:00:00,2018-04-16 23:59:00,04/09/2018 23:59:00,04/09/2018 23:59:00,,,True,True,False,True,0,0.0,IntersectionOverUnionObjectSegmentation,IntersectionOverUnionObjectSegmentation,Evaluates multi-object segmentation quality using average precision,True,,,5,2,,False,False,False,False,USD,100000.0,5,1.0,True,739,1095,1881
8076,0.989996,jigsaw-toxic-comment-classification-challenge,Toxic Comment Classification Challenge,Identify and classify toxic online comments,Featured,14227.0,1218.0,1,,2017-12-19 15:38:59,2018-03-20 23:59:00,03/13/2018 23:59:00,03/13/2018 23:59:00,04/07/2018 23:59:00,,True,True,False,True,10,0.0,MCAUC,Mean Columnwise Area Under Receiver Operating Characteristic Curve,"Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]",True,,,5,2,,False,True,False,False,USD,35000.0,3,1.0,True,4550,5383,92308
7559,0.0786,mercari-price-suggestion-challenge,Mercari Price Suggestion Challenge,Can you automatically suggest product prices to online sellers?,Featured,11066.0,1076.0,1,,2017-11-21 15:55:06,2018-02-21 20:03:00,02/07/2018 23:59:00,02/07/2018 23:59:00,03/09/2018 23:59:00,,True,True,True,True,20,0.0,RMSLE,Root Mean Squared Logarithmic Error,Square root of the average of the squared natural logarithm (plus one) error. Useful when it's more important to accurately predict lower magnitude values rather than precisely predicting higher magnitude values.,False,,,5,2,,False,True,False,False,USD,100000.0,3,1.0,True,2382,2744,36726
8078,0.994113,sp-society-camera-model-identification,IEEE's Signal Processing Society - Camera Model Identification,Identify from which camera an image was taken,Featured,14548.0,1220.0,1,,2017-12-22 17:08:06,2018-02-08 23:59:00,02/01/2018 23:59:00,02/01/2018 23:59:00,02/23/2018 23:59:00,,True,True,False,True,36,0.0,WeightedCategorizationAccuracy,Weighted Categorization Accuracy,Weighted percentage of correctly categorized items,True,,,5,2,,False,True,False,False,USD,25000.0,3,1.0,True,581,761,10799
7277,0.931909,recruit-restaurant-visitor-forecasting,Recruit Restaurant Visitor Forecasting,Predict how many future visitors a restaurant will receive,Featured,11759.0,1022.0,1,Recruit Group,2017-11-28 20:01:41,2018-02-06 23:59:00,01/30/2018 23:59:00,01/30/2018 23:59:00,02/23/2018 00:00:00,,True,True,False,True,13,0.0,RMSLE,Root Mean Squared Logarithmic Error,Square root of the average of the squared natural logarithm (plus one) error. Useful when it's more important to accurately predict lower magnitude values rather than precisely predicting higher magnitude values.,False,Predicted Probability,"[0,1]",5,2,,False,True,False,False,USD,25000.0,3,1.0,True,2157,2435,39951
7380,0.942337,statoil-iceberg-classifier-challenge,Statoil/C-CORE Iceberg Classifier Challenge,"Ship or iceberg, can you decide from space?",Featured,8323.0,1039.0,1,Statoil,2017-10-23 21:23:33,2018-01-23 23:59:00,01/16/2018 23:59:00,01/16/2018 23:59:00,02/08/2018 23:59:59,,True,True,False,True,8,0.0,LogLoss,Log Loss,Log Loss,False,Predicted Probability,"[0,1]",2,2,,False,True,False,False,USD,50000.0,3,1.0,True,3341,3650,40832
7634,0.998212,tensorflow-speech-recognition-challenge,TensorFlow Speech Recognition Challenge,Can you build an algorithm that understands simple speech commands?,Featured,10503.0,817.0,1,,2017-11-15 18:16:57,2018-01-16 23:59:00,01/09/2018 23:59:00,01/09/2018 23:59:00,02/06/2018 00:00:00,,True,True,False,True,2,0.0,CategorizationAccuracy,Categorization Accuracy,Percentage of correctly categorized items,True,,,5,3,,False,True,False,False,USD,25000.0,3,1.0,True,1314,1592,24261
7391,0.955018,favorita-grocery-sales-forecasting,Corporación Favorita Grocery Sales Forecasting,Can you accurately predict sales for a large grocery chain?,Featured,8068.0,1042.0,1,,2017-10-19 19:16:44,2018-01-15 23:59:00,01/08/2018 23:59:00,01/08/2018 23:59:00,02/05/2018 00:00:00,,True,True,False,True,31,0.0,NWRMSLE,Normalized Weighted Root Mean Squared Logarithmic Error,Weighted square root of the average of the squared natural logarithm (plus one) error. Useful when it's more important to accurately predict lower magnitude values rather than precisely predicting higher magnitude values.,False,,,5,2,,False,True,False,False,USD,30000.0,3,1.0,True,1674,1871,31233
8011,,santa-gift-matching,Santa Gift Matching Challenge,Down through the chimney with lots of toys...,Featured,13540.0,4.0,1,,2017-12-12 20:11:37,2018-01-12 23:59:00,01/05/2018 23:59:00,01/05/2018 23:59:00,,,True,True,False,True,100,0.0,SantaResident,Average Normalized Happiness,Average Normalized Happiness,True,,,100,2,,False,False,False,False,USD,25000.0,3,1.0,True,428,464,5278
6649,0.917645,zillow-prize-1,Zillow Prize: Zillow’s Home Value Prediction (Zestimate),Can you improve the algorithm that changed the world of real estate?,Featured,3678.0,188.0,1,Zillow,2017-05-24 12:00:13,2018-01-10 15:59:00,10/03/2017 06:59:00,10/03/2017 06:59:00,03/31/2018 00:00:00,,True,True,False,True,51,0.0,ZillowMAE,ZillowMAE,Zillow Mean Absolute Error,False,Predicted Probability,"[0,1]",5,2,3.0,False,True,False,False,USD,1200000.0,3,1.0,True,3775,4246,68102
6775,0.020203,passenger-screening-algorithm-challenge,Passenger Screening Algorithm Challenge,Improve the accuracy of the Department of Homeland Security's threat recognition algorithms,Featured,4289.0,384.0,1,TSA,2017-06-22 16:00:23,2017-12-15 23:59:00,12/04/2017 23:59:00,12/04/2017 23:59:00,12/10/2017 23:59:00,,True,True,False,True,0,0.0,LogLoss,Log Loss,Log Loss,False,Predicted Probability,"[0,1]",5,2,,False,True,False,False,USD,1500000.0,8,1.0,True,149,217,396
