"Id","Slug","Title","Subtitle","HostSegmentTitle","ForumId","OrganizationId","CompetitionTypeId","HostName","EnabledDate","DeadlineDate","ProhibitNewEntrantsDeadlineDate","TeamMergerDeadlineDate","TeamModelDeadlineDate","ModelSubmissionDeadlineDate","FinalLeaderboardHasBeenVerified","HasKernels","OnlyAllowKernelSubmissions","HasLeaderboard","LeaderboardPercentage","LeaderboardDisplayFormat","EvaluationAlgorithmAbbreviation","EvaluationAlgorithmName","EvaluationAlgorithmDescription","EvaluationAlgorithmIsMax","ValidationSetName","ValidationSetValue","MaxDailySubmissions","NumScoredSubmissions","MaxTeamSize","BanTeamMergers","EnableTeamModels","EnableSubmissionModelHashes","EnableSubmissionModelAttachments","RewardType","RewardQuantity","NumPrizes","UserRankMultiplier","CanQualifyTiers","TotalTeams","TotalCompetitors","TotalSubmissions"
"9131","am225-1-uiuc","AM225_1 (UIUC)","Revenue Prediction Student Competition","InClass","26893","","1","","03/30/2018 17:23:18","04/16/2018 04:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","9999","","True","False","False","False","","0.0000","0","0","False","5","5","65"
"9133","ax363-1","AX363_1","Revenue Prediction Student Competition","InClass","26898","","1","","03/30/2018 17:32:28","04/16/2018 04:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","999","","True","False","False","False","","0.0000","0","0","False","3","3","15"
"9138","cm256-1-uiuc","CM256_1 (UIUC)","Revenue Prediction Student Competition","InClass","26904","","1","","03/30/2018 17:44:40","04/16/2018 04:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","999","","True","False","False","False","","0.0000","0","0","False","3","3","16"
"9139","dc165-1-uiuc","DC165_1 (UIUC)","Revenue Prediction Student Competition","InClass","26905","","1","","03/30/2018 17:48:44","04/16/2018 04:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","999","","True","False","False","False","","0.0000","0","0","False","2","2","24"
"9140","dq627-1-uiuc","DQ627_1 (UIUC)","Revenue Prediction Student Competition","InClass","26906","","1","","03/30/2018 17:51:56","04/16/2018 04:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","9999","","True","False","False","False","","0.0000","0","0","False","4","4","28"
"9141","ee258-1-uiuc","EE258_1 (UIUC)","Revenue Prediction Competition","InClass","26907","","1","","03/30/2018 17:55:19","04/16/2018 04:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","999","","True","False","False","False","","0.0000","0","0","False","1","1","3"
"9143","eh456-1-uiuc","EH456_1 (UIUC)","Revenue Prediction Student Competition","InClass","26909","","1","","03/30/2018 18:01:23","04/16/2018 04:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","9999","","True","False","False","False","","0.0000","0","0","False","3","3","22"
"9144","fi615-1-uiuc","FI615_1 (UIUC)","Revenue Prediction Student Competition","InClass","26910","","1","","03/30/2018 18:04:26","04/16/2018 04:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","9999","","True","False","False","False","","0.0000","0","0","False","5","5","86"
"9145","fm846-1-uiuc","FM846_1 (UIUC)","Revenue Prediction Student Competition","InClass","26911","","1","","03/30/2018 18:09:32","04/16/2018 04:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","9999","","True","False","False","False","","0.0000","0","0","False","3","3","10"
"9146","gf548-1-uiuc","GF548_1 (UIUC)","Revenue Prediction Student Competition","InClass","26913","","1","","03/30/2018 18:13:13","04/16/2018 04:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","9999","","True","False","False","False","","0.0000","0","0","False","2","2","13"
"9149","hl442-1-uiuc","HL442_1 (UIUC)","Revenue Prediction Student Competition","InClass","26918","","1","","03/30/2018 18:23:20","04/16/2018 04:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","999","","True","False","False","False","","0.0000","0","0","False","3","3","29"
"9150","hr457-1-uiuc","HR457_1 (UIUC)","Revenue Prediction Student Competition","InClass","26920","","1","","03/30/2018 18:31:48","04/16/2018 04:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","999","","True","False","False","False","","0.0000","0","0","False","5","5","61"
"9106","aa311-1-uiuc","AA311_1 (UIUC)","Revenue Prediction Student Competition","InClass","26888","","1","","03/30/2018 17:06:43","04/16/2018 04:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","9999","","True","False","False","False","","0.0000","0","0","False","5","5","107"
"9113","test-comp-uiuc","test-comp-uiuc","Revenue prediction test comp","InClass","26692","","1","","03/29/2018 13:42:34","04/07/2018 23:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","9999","","False","False","False","False","","0.0000","0","0","False","2","2","5"
"9181","movie-recomendation-competition-ts-spring-2018","Movie recomendation competition TS Spring 2018","Movie recomendation competition","InClass","27127","","1","","04/01/2018 15:44:08","05/01/2018 23:59:00","","","","","True","True","False","True","45","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","2","","True","False","False","False","","0.0000","0","0","False","8","8","80"
"9209","bcc-unifal-competition","BCC - Unifal Competition","Predict the revenue figure for the following month.","InClass","27275","1056","1","","04/02/2018 19:19:20","05/01/2018 23:59:00","","","","","True","True","False","True","50","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","","True","False","False","False","","0.0000","0","0","False","3","3","9"
"9232","sampletest","Friendship-Calculator","Will these people get along?","InClass","27559","","1","","04/04/2018 14:22:46","04/17/2018 06:30:00","","","","","True","True","False","True","25","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","8","2","","False","False","False","False","","0.0000","0","0","False","25","65","204"
"9357","vlsi-wire-resistance-estimation","VLSI Wire Resistance Estimation","improve estimation accuracy (regression mean and sigma)","InClass","29339","","1","","04/13/2018 20:21:12","04/27/2018 16:00:00","","","","","True","True","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","1","1","","False","False","False","False","","0.0000","0","0","False","0","0","2"
"9390","mzdg2018","MZDG 2018","Modelowanie zależności w danych gospodarczych","InClass","40305","","1","","06/16/2018 15:09:16","07/18/2018 23:59:00","","","","","True","True","False","True","50","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","2","","False","False","False","False","","0.0000","0","0","False","2","4","23"
"9461","msps2018-hw9-2","MSPS 2018, hw9-2","Task 2","InClass","31297","","1","","04/23/2018 14:56:04","04/29/2018 23:59:00","","","","","True","True","False","True","70","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","","True","False","False","False","","0.0000","0","0","False","22","23","74"
"9473","msps2018-hw9-3","MSPS 2018, hw9-3","Task 3","InClass","31324","","1","","04/23/2018 17:38:33","04/29/2018 23:59:00","","","","","True","True","False","True","76","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","","True","False","False","False","","0.0000","0","0","False","22","22","44"
"9474","msps-2018-hw9-4","MSPS 2018, hw9-4","Task 4","InClass","31325","","1","","04/23/2018 17:38:39","04/29/2018 23:59:00","","","","","True","True","False","True","75","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","","True","False","False","False","","0.0000","0","0","False","20","20","46"
"9475","msps-2018-hw9-5","MSPS 2018, hw9-5","Task 5","InClass","31326","","1","","04/23/2018 17:38:42","04/29/2018 23:59:00","","","","","True","True","False","True","76","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","","True","False","False","False","","0.0000","0","0","False","14","14","36"
"8303","motor-bpm","Motorcycle BPM","Predict the BPM of a motorcycle","InClass","17626","","1","","01/19/2018 10:52:25","03/25/2018 23:59:00","","","","","True","True","False","True","50","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","2","False","False","False","False","","0.0000","0","0","False","14","14","28"
"8287","principios-de-machine-learning","Principios de Machine Learning","Concurso competitivo y colaborativopara aplicar principios de machine learning en el caso de la regresión","InClass","17690","","1","","01/19/2018 20:25:03","05/11/2018 23:59:00","","","","","True","True","False","True","50","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","1","2","3","False","False","False","False","","0.0000","0","0","False","19","19","59"
"8409","hw1-wine-goodness-cse512-spr18","HW1: Predict Wine Goodness from Review","Predicting goodness points of a wine given its review in WineEnthusiast","InClass","18897","","1","","01/31/2018 16:51:50","02/19/2018 23:59:00","","","","","True","False","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","1","True","False","False","False","","0.0000","0","0","False","61","61","182"
"8480","csci688","CSCI688","Revenue prediction problem","InClass","20327","","1","","02/12/2018 18:15:34","02/16/2018 23:59:00","","","","","True","False","False","True","59","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","0.0000","0","0","False","13","13","81"
"8465","ksedavr-tree-and-ensemble-methods","KSEDAVR: Tree and ensemble methods","Predict sales using various tree and ensemble methods","InClass","19627","","1","","02/06/2018 20:43:55","02/12/2018 23:59:00","","","","","True","False","False","True","50","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","","False","False","False","False","","0.0000","0","0","False","16","21","163"
"8511","wustl-t81-558-washu-deep-learning-spring-2018","Applications of Deep Learning(WUSTL, Spring 2018)","Predict the price of office supplies.","InClass","21665","","1","","02/25/2018 01:45:20","04/10/2018 23:59:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","","False","False","False","False","","0.0000","0","0","False","19","33","321"
"8586","avito-demand-prediction","Avito Demand Prediction Challenge","Predict demand for an online classified ad","Featured","31541","78","1","","04/24/2018 21:44:34","06/27/2018 23:59:00","06/20/2018 23:59:00","06/20/2018 23:59:00","08/12/2018 23:59:00","","True","True","False","True","31","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","2","","False","True","False","False","USD","25000.0000","3","1","True","1873","2318","43543"
"8601","tap30challenge","Tap30 Challenge","Online Taxi Demand Prediction","InClass","21330","","1","","02/21/2018 16:16:20","03/02/2018 23:59:00","","","","","True","True","False","True","50","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","","False","False","False","False","","0.0000","0","0","False","64","66","290"
"8653","elte-phys-photoz","ELTE_phys_photoz","Predict redhift from photometric data","InClass","21423","","1","","02/22/2018 16:34:08","03/20/2018 23:59:00","","","","","True","True","False","True","31","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","3","1","","False","False","False","False","","0.0000","0","0","False","37","37","159"
"8657","no-recommendation-competition","No recommendation competition","Here I will test out some of the features of  kaggle InClass. A review will be posted in code","InClass","22307","","1","","03/02/2018 13:23:41","06/23/2018 23:59:00","","","","","True","True","False","True","49","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","","False","False","False","False","","0.0000","0","0","False","0","0","1"
"8679","testdmdelft","test_to_test","test_to_test","InClass","21800","","1","","02/26/2018 16:25:35","03/07/2018 23:59:00","","","","","True","True","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","","False","False","False","False","","0.0000","0","0","False","1","1","3"
"8743","active-learning-dm3-spring-2018","Active learning DM3 Spring 2018","Active learning competition","InClass","22538","","1","","03/04/2018 17:30:53","03/18/2018 23:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","","True","False","False","False","","0.0000","0","0","False","17","17","220"
"8756","scc0284-sistemas-de-recomendao","SCC0284 - Sistemas de Recomendação","SCC0284","InClass","22959","","1","","03/07/2018 17:54:48","07/31/2018 23:59:00","","","","","True","True","False","True","50","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","10","","False","False","False","False","","0.0000","0","0","False","8","13","204"
"8866","bonus-410-spring-2018","Bonus 410 Spring 2018","A competition to help you start using the training/testing format with Kaggle.","InClass","24237","","1","","03/14/2018 18:08:58","04/11/2018 23:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","2","","True","False","False","False","","0.0000","0","0","False","11","11","66"
"7417","active-learning-dm3-fall-2017","Active learning DM3 Fall 2017","Active learning competition","InClass","7432","","1","","10/08/2017 15:34:20","10/15/2017 23:59:00","","","","","True","False","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","1","False","False","False","False","","0.0000","0","0","False","5","5","38"
"7436","auto-insurance-fall-2017","Auto Insurance","Predict the expected loss for claims.","InClass","7535","","1","","10/11/2017 03:36:35","11/09/2017 23:59:00","","","","","True","False","False","True","50","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","2","1","True","False","False","False","","0.0000","0","0","False","9","10","46"
"7450","hdu","hdu-创新实践-郑-白酒质量预测","根据给出的特征预测白酒的质量。","InClass","7652","","1","","10/12/2017 23:59:49","10/26/2017 23:59:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","","False","False","False","False","","0.0000","0","0","False","15","15","65"
"7457","datasciencebootcamp","Wazobia Students Score Prediction","predicting the semester score of some students","InClass","7716","","1","","10/13/2017 20:19:12","10/14/2017 18:30:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","50","2","1","True","False","False","False","","0.0000","0","0","False","100","100","812"
"7468","semisupervised-learning-ts-fall-2017","SemiSupervised Learning TS Fall 2017","SemiSupervised Learning Competition","InClass","7835","","1","","10/15/2017 17:32:41","10/25/2017 23:59:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","1","True","False","False","False","","0.0000","0","0","False","10","10","150"
"7506","wustl-t81-558-washu-deep-learning-fall-2017","Simulation Nation Sales","Predict sales volume for stores in simulated country.","InClass","8135","","1","","10/20/2017 16:52:37","11/21/2017 23:59:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","5","False","False","False","False","","0.0000","0","0","False","21","27","221"
"7555","neural-networks-vs-linear-regression","Neural Networks vs Linear Regression","DATA 401 Project 2","InClass","8340","","1","","10/24/2017 00:58:27","11/09/2017 23:59:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","5","","False","False","False","False","","0.0000","0","0","False","15","16","76"
"7633","testcompetition19265650135610","TestCompetition","None","InClass","9165","","1","","11/01/2017 04:36:28","11/02/2017 23:59:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","","False","False","False","False","","0.0000","0","0","False","3","3","7"
"7639","test15ew1f651ggg","Testing","None","InClass","9182","","1","","11/01/2017 08:49:42","11/01/2017 20:53:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","","False","False","False","False","","0.0000","0","0","False","0","0","1"
"7670","movie-recomendation-competition-ts-fall-2017","Movie recomendation competition TS Fall 2017","Movie recomendation competition","InClass","9493","","1","","11/04/2017 17:58:27","11/24/2017 23:59:00","","","","","True","False","False","True","45","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","2","1","True","False","False","False","","0.0000","0","0","False","2","2","15"
"7697","bst232","BST 232 Final Project","A neurotoxicity study on maternal exposure to metal pollutant in Bangledash","InClass","10112","","1","","11/11/2017 19:37:56","11/27/2017 23:59:00","","","","","True","False","False","True","50","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","4","True","False","False","False","","0.0000","0","0","False","35","36","191"
"7702","metodos-colmex","Metodos Colmex","Modelos predictivos","InClass","11944","","1","","11/30/2017 06:05:57","12/10/2017 23:59:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","","True","False","False","False","","0.0000","0","0","False","0","1","2"
"7705","acme-stores-forecasting","ACME Stores Forecasting","Predicting how much a customer will buy","InClass","9704","","1","","11/07/2017 09:15:06","12/11/2017 23:59:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","10","2","","False","False","False","False","","0.0000","0","0","False","3","3","7"
"7747","priceforecast","Sales Forecast","Sales Prediction","InClass","10137","","1","","11/12/2017 06:29:19","01/31/2018 23:59:00","","","","","True","False","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","0.0000","0","0","False","6","7","54"
"7844","facial-recognition","Facial Recognition","Identifying regions of the face","InClass","10736","","1","","11/17/2017 20:49:36","11/22/2017 23:59:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","300","2","","False","False","False","False","","0.0000","0","0","False","5","6","10"
"7904","engiepython","Energy consumption","Predici il consumo energetico di case e condomini","InClass","11361","","1","","11/24/2017 16:08:41","02/07/2018 23:59:00","","","","","True","False","False","True","40","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","2","2","False","False","False","False","","0.0000","0","0","False","0","0","2"
"7919","isye6100-rpi","Predicting Epilepsy Dynamics","One patient, one seizure: analysis and forecasting","InClass","11596","","1","","11/27/2017 14:19:13","12/04/2017 23:59:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","5","1","True","False","False","False","","0.0000","0","0","False","3","3","9"
"7934","aptos","Precio de los apartamentos usados en Medellín","Simulacro competencia en Kaggle para los estudiantes del curso de modelos de regresión de la UNAL sede Medellín","InClass","22174","","1","","03/01/2018 14:27:12","03/11/2018 23:59:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","5","","True","False","False","False","","0.0000","0","0","False","18","21","151"
"7936","tjmlfacialfeatures","TJ ML Facial Feature Recognition","Identifying key parts of a face","InClass","11796","","1","","11/29/2017 04:10:50","12/06/2017 23:59:00","","","","","True","False","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","300","2","","False","False","False","False","","0.0000","0","0","False","7","7","76"
"7941","ml2017-fall-hw5","ML2017-Fall-hw5","Machine learning hw5 - Movie Recommendation","InClass","11951","","1","","11/30/2017 06:52:36","12/21/2017 15:59:00","","","","","True","False","False","True","50","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","2","","True","False","False","False","","0.0000","0","0","False","335","336","4373"
"7984","dsi-nyc-reg","Housing Regression Challenge","Part 1","InClass","12755","","1","","12/06/2017 22:10:19","01/02/2018 23:59:00","","","","","True","False","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","25","2","","False","False","False","False","","0.0000","0","0","False","2","2","80"
"8027","cquai002","CQUAI 训练赛","预测TED的观看人数","InClass","12859","","1","","12/07/2017 12:59:17","02/28/2018 23:59:00","","","","","True","True","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","0.0000","0","0","False","3","3","8"
"8048","mipt-ml-autumn2017-hw10","Recommender Systems contest","Второе домашнее задание по курсу ""Доп.главы Машинного обучение"", МФТИ","InClass","13400","","1","","12/11/2017 21:09:35","12/18/2017 23:59:00","","","","","True","False","False","True","50","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","1","True","False","False","False","","0.0000","0","0","False","17","17","43"
"8096","mipt-mobod-6-autumn-2017","Recommender Systems Contest","МФТИ, 6 курс, МОБОД 2017","InClass","13942","","1","","12/16/2017 12:59:45","12/22/2017 23:59:00","","","","","True","False","False","True","50","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","1","True","False","False","False","","0.0000","0","0","False","13","13","49"
"8276","bolknoms","Bolknoms","Predict the amount of people that will eat each night","InClass","17888","","1","","01/21/2018 22:31:19","03/04/2018 23:59:00","","","","","True","True","False","True","28","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","","False","False","False","False","","0.0000","0","0","False","0","0","3"
"9619","customer-spend-model","Customer spend model","Predict customer purchases from German book company","InClass","33644","","1","","05/07/2018 13:18:23","06/07/2018 05:59:00","","","","","True","True","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","","False","False","False","False","","0.0000","0","0","False","103","177","745"
"9980","ydl-air-pollution","YDL Air Pollution","Predicting true hourly averaged overall Non Metanic HydroCarbons concentration in microg/m^3","InClass","40601","","1","","06/19/2018 08:26:43","06/22/2018 23:59:00","","","","","True","True","False","True","100","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","0.0000","0","0","False","8","8","113"
"10001","method-pro-competiton","Method Pro competiton","SalePrice predict/uspehov rebyata","InClass","40778","","1","","06/20/2018 11:41:36","07/31/2018 23:59:00","","","","","True","True","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","15","5","","False","False","False","False","","0.0000","0","0","False","1","1","3"
"10006","method-house-price-prediction","Method House price prediction","Fit house price","InClass","40811","","1","","06/20/2018 13:27:00","06/24/2018 23:59:00","","","","","True","True","False","True","32","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","19","2","","False","False","False","False","","0.0000","0","0","False","4","8","15"
"10038","ga-customer-revenue-prediction","Google Analytics Customer Revenue Prediction","Predict how much GStore customers will spend","Featured","61136","1726","1","","09/13/2018 18:53:34","02/21/2019 20:04:00","11/23/2018 23:59:00","11/23/2018 23:59:00","03/25/2019 00:00:00","","True","True","False","True","0","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","2","8","False","True","False","False","USD","45000.0000","3","1","True","1089","1376","4183"
"10114","cht-ml-2018-movie-recommendation","CHT ML 2018 - Movie Recommendation","HW5 Matrix Factorization","InClass","43777","","1","","07/06/2018 04:53:44","07/13/2018 09:30:00","","","","","True","True","False","True","50","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","20","2","","False","False","False","False","","0.0000","0","0","False","35","35","407"
"10141","iaj-mls-visualization","IAJ-MLS-2018-Visualization","The Institute of Actuaries of Japan Moonlight Seminar 2018 - Visualization","InClass","44354","","1","","07/10/2018 01:14:41","12/31/2018 23:59:00","","","","","True","True","False","True","15","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","2","2","","False","False","False","False","","0.0000","0","0","False","0","0","1"
"10160","winwinewine","Wine price and quantity points prediction","There is always a question about how much good wine should cost...","InClass","44937","","1","","07/13/2018 00:00:36","07/21/2018 00:59:00","","","","","True","True","False","True","30","","RMSE","Root Mean Squared Error","Square root of the average of the squared errors.","False","","","5","2","","False","False","False","False","","0.0000","0","0","False","1","1","3"
